close,timestamp
0,8532.23,2018-03-20 09:55:00
1,8521.51,2018-03-20 09:56:00
2,8510.0,2018-03-20 09:57:00
3,8489.6,2018-03-20 09:58:00
4,8498.41,2018-03-20 09:59:00
5,8488.99,2018-03-20 10:00:00
6,8486.73,2018-03-20 10:01:00
7,8503.42,2018-03-20 10:02:00
8,8506.61,2018-03-20 10:03:00
9,8505.28,2018-03-20 10:04:00
10,8505.94,2018-03-20 10:05:00
11,8500.25,2018-03-20 10:06:00
12,8499.05,2018-03-20 10:07:00
13,8517.47,2018-03-20 10:08:00
14,8533.83,2018-03-20 10:09:00
15,8538.36,2018-03-20 10:10:00
16,8538.16,2018-03-20 10:11:00
17,8534.62,2018-03-20 10:12:00
18,8530.95,2018-03-20 10:13:00
19,8523.67,2018-03-20 10:14:00
20,8524.42,2018-03-20 10:15:00
21,8529.46,2018-03-20 10:16:00
22,8511.2,2018-03-20 10:17:00
23,8505.62,2018-03-20 10:18:00
24,8502.07,2018-03-20 10:19:00
25,8507.37,2018-03-20 10:20:00
26,8509.35,2018-03-20 10:21:00
27,8506.74,2018-03-20 10:22:00
28,8506.57,2018-03-20 10:23:00
29,8512.05,2018-03-20 10:24:00
30,8512.43,2018-03-20 10:25:00
31,8515.68,2018-03-20 10:26:00
32,8516.8,2018-03-20 10:27:00
33,8515.87,2018-03-20 10:28:00
34,8515.64,2018-03-20 10:29:00
35,8505.34,2018-03-20 10:30:00
36,8475.21,2018-03-20 10:31:00
37,8482.19,2018-03-20 10:32:00
38,8486.77,2018-03-20 10:33:00
39,8487.5,2018-03-20 10:34:00
40,8489.48,2018-03-20 10:35:00
41,8500.73,2018-03-20 10:36:00
42,8501.6,2018-03-20 10:37:00
43,8500.78,2018-03-20 10:38:00
44,8501.31,2018-03-20 10:39:00
45,8508.61,2018-03-20 10:40:00
46,8513.39,2018-03-20 10:41:00
47,8511.74,2018-03-20 10:42:00
48,8511.28,2018-03-20 10:43:00
49,8511.95,2018-03-20 10:44:00
50,8525.75,2018-03-20 10:45:00
51,8531.69,2018-03-20 10:46:00
52,8535.32,2018-03-20 10:47:00
53,8534.66,2018-03-20 10:48:00
54,8530.59,2018-03-20 10:49:00
55,8532.55,2018-03-20 10:50:00
56,8545.46,2018-03-20 10:51:00
57,8539.96,2018-03-20 10:52:00
58,8543.47,2018-03-20 10:53:00
59,8552.56,2018-03-20 10:54:00
60,8547.04,2018-03-20 10:55:00
61,8545.78,2018-03-20 10:56:00
62,8539.17,2018-03-20 10:57:00
63,8541.14,2018-03-20 10:58:00
64,8539.36,2018-03-20 10:59:00
65,8546.55,2018-03-20 11:00:00
66,8559.0,2018-03-20 11:01:00
67,8562.75,2018-03-20 11:02:00
68,8551.45,2018-03-20 11:03:00
69,8555.88,2018-03-20 11:04:00
70,8553.32,2018-03-20 11:05:00
71,8547.37,2018-03-20 11:06:00
72,8547.54,2018-03-20 11:07:00
73,8547.18,2018-03-20 11:08:00
74,8548.17,2018-03-20 11:09:00
75,8552.47,2018-03-20 11:10:00
76,8557.22,2018-03-20 11:11:00
77,8550.8,2018-03-20 11:12:00
78,8535.56,2018-03-20 11:13:00
79,8537.83,2018-03-20 11:14:00
80,8534.5,2018-03-20 11:15:00
81,8535.03,2018-03-20 11:16:00
82,8538.2,2018-03-20 11:17:00
83,8537.27,2018-03-20 11:18:00
84,8538.21,2018-03-20 11:19:00
85,8544.01,2018-03-20 11:20:00
86,8549.18,2018-03-20 11:21:00
87,8555.46,2018-03-20 11:22:00
88,8571.68,2018-03-20 11:23:00
89,8578.12,2018-03-20 11:24:00
90,8581.29,2018-03-20 11:25:00
91,8603.84,2018-03-20 11:26:00
92,8596.32,2018-03-20 11:27:00
93,8598.88,2018-03-20 11:28:00
94,8607.37,2018-03-20 11:29:00
95,8617.52,2018-03-20 11:30:00
96,8593.0,2018-03-20 11:31:00
97,8587.67,2018-03-20 11:32:00
98,8573.38,2018-03-20 11:33:00
99,8580.06,2018-03-20 11:34:00
100,8566.24,2018-03-20 11:35:00
101,8560.73,2018-03-20 11:36:00
102,8562.25,2018-03-20 11:37:00
103,8562.04,2018-03-20 11:38:00
104,8570.66,2018-03-20 11:39:00
105,8574.73,2018-03-20 11:40:00
106,8570.71,2018-03-20 11:41:00
107,8568.47,2018-03-20 11:42:00
108,8583.01,2018-03-20 11:43:00
109,8580.88,2018-03-20 11:44:00
110,8573.57,2018-03-20 11:45:00
111,8578.97,2018-03-20 11:46:00
112,8573.4,2018-03-20 11:47:00
113,8572.7,2018-03-20 11:48:00
114,8571.53,2018-03-20 11:49:00
115,8561.39,2018-03-20 11:50:00
116,8561.42,2018-03-20 11:51:00
117,8559.11,2018-03-20 11:52:00
118,8553.35,2018-03-20 11:53:00
119,8561.19,2018-03-20 11:54:00
120,8558.28,2018-03-20 11:55:00
